"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
d2_cov_vac_8_date_unk,resident_enrollment_interview_appendix_d2,,radio,"Unknown Dose 8 COVID-19 Vaccine Date","99, Unknown",,,,,,"[d2_cov_vac_dose]>=8 and [d2_cov_vac_8_date]=''",,,,,,
d2_cov_vac_8_manu,resident_enrollment_interview_appendix_d2,,radio,"1c. Manufacturer of eighth dose?","1, Pfizer | 2, Moderna | 3, Johnson & Johnson | 4, Novavax | 66, Other: {d2_cov_vac_8_manu_spec}",,,,,,[d2_cov_vac_dose]>=8,,,,,,
d2_cov_vac_8_manu_spec,resident_enrollment_interview_appendix_d2,,text,"Other manufacturer of eighth dose",,,,,,,"[d2_cov_vac_8_manu] = '66'",,,,,,
d2_cov_vac_8_type,resident_enrollment_interview_appendix_d2,,radio,"1d. Was this dose monovalent or bivalent?","1, Monovalent | 2, Bivalent | 99, Unknown",,,,,,[d2_cov_vac_dose]>=8,,,,,,
d2_dose9,resident_enrollment_interview_appendix_d2,,descriptive,"<div class=""rich-text-field-label""><p><em>Ninth Dose</em></p></div>",,,,,,,[d2_cov_vac_dose]>=9,,,,,,
d2_cov_vac_9_date,resident_enrollment_interview_appendix_d2,,text,"1b. Date [d2_calctext4] received ninth dose of the COVID-19 vaccination? (mm/dd/yyyy)",,,date_mdy,[d2_cov_vac_8_date],today,,"[d2_cov_vac_dose]>=9 and [d2_cov_vac_9_date_unk]=''",,,,,," @FORCE-MINMAX"
d2_cov_vac_9_date_unk,resident_enrollment_interview_appendix_d2,,radio,"Unknown Dose 9 COVID-19 Vaccine Date","99, Unknown",,,,,,"[d2_cov_vac_dose]>=9 and [d2_cov_vac_9_date]=''",,,,,,
d2_cov_vac_9_manu,resident_enrollment_interview_appendix_d2,,radio,"1c. Manufacturer of ninth dose?","1, Pfizer | 2, Moderna | 3, Johnson & Johnson | 4, Novavax | 66, Other: {d2_cov_vac_9_manu_spec}",,,,,,[d2_cov_vac_dose]>=9,,,,,,
d2_cov_vac_9_manu_spec,resident_enrollment_interview_appendix_d2,,text,"Other manufacturer of ninth dose",,,,,,,"[d2_cov_vac_9_manu] = '66'",,,,,,
d2_cov_vac_9_type,resident_enrollment_interview_appendix_d2,,radio,"1d. Was this dose monovalent or bivalent?","1, Monovalent | 2, Bivalent | 99, Unknown",,,,,,[d2_cov_vac_dose]>=9,,,,,,
d2_dose10,resident_enrollment_interview_appendix_d2,,descriptive,"<div class=""rich-text-field-label""><p><em>Tenth Dose</em></p></div>",,,,,,,[d2_cov_vac_dose]>=10,,,,,,
d2_cov_vac_10_date,resident_enrollment_interview_appendix_d2,,text,"1b. Date [d2_calctext4] received tenth dose of the COVID-19 vaccination? (mm/dd/yyyy)",,,date_mdy,[d2_cov_vac_9_date],today,,"[d2_cov_vac_dose]>=10 and [d2_cov_vac_10_date_unk]=''",,,,,," @FORCE-MINMAX"
d2_cov_vac_10_date_unk,resident_enrollment_interview_appendix_d2,,radio,"Unknown Dose 10 COVID-19 Vaccine Date","99, Unknown",,,,,,"[d2_cov_vac_dose]>=10 and [d2_cov_vac_10_date]=''",,,,,,
d2_cov_vac_10_manu,resident_enrollment_interview_appendix_d2,,radio,"1c. Manufacturer of tenth dose?","1, Pfizer | 2, Moderna | 3, Johnson & Johnson | 4, Novavax | 66, Other: {d2_cov_vac_10_manu_spec}",,,,,,[d2_cov_vac_dose]>=10,,,,,,
d2_cov_vac_10_manu_spec,resident_enrollment_interview_appendix_d2,,text,"Other manufacturer of tenth dose",,,,,,,"[d2_cov_vac_10_manu] = '66'",,,,,,
d2_cov_vac_10_type,resident_enrollment_interview_appendix_d2,,radio,"1d. Was this dose monovalent or bivalent?","1, Monovalent | 2, Bivalent | 99, Unknown",,,,,,[d2_cov_vac_dose]>=10,,,,,,
d2_card,resident_enrollment_interview_appendix_d2,,descriptive,"<div class=""rich-text-field-label""><p><em>Vaccine Card</em></p></div>",,,,,,,[d2_cov_vac_dose]>=1,,,,,,
d2_vac_card,resident_enrollment_interview_appendix_d2,,radio,"1e. Is there a photo or copy of [d2_calctext6] vaccine card?","1, Yes, photo or electronic copy I can upload | 0, No",,,,,,[d2_cov_vac_dose]>=1,,,,,,
d2_vac_card_upload,resident_enrollment_interview_appendix_d2,,file,"Please upload the photo or copy of the vaccine card:",,,,,,,"[d2_vac_card] = '1'",,,,,,
d2_end_script,resident_enrollment_interview_appendix_d2,,descriptive,"<div class=""rich-text-field-label""><p>SAY: <span style=""font-weight: normal;"">This concludes our survey. Thank you for your time.</span></p> <p>[END OF INTERVIEW]</p></div>",,,,,,,[d2_who]<>'',,,,,,
d2_complete_dt,resident_enrollment_interview_appendix_d2,,text,"Form Completion Date/Time (click now)",,,datetime_mdy,now,,,[d2_who]<>'',,,,,," @FORCE-MINMAX"
d2_complete,resident_enrollment_interview_appendix_d2,,descriptive,"[DON'T READ: Mark the record as ""Complete"" and select ""Save & Exit Record.""]",,,,,,,[d2_who]<>'',,,,,,
e_info,staff_enrollment_survey_appendix_e,"<div class=""rich-text-field-label""><h6><span style=""text-decoration: underline;""><strong>ADMINISTRATIVE INFORMATION </strong></span></h6></div>",descriptive,"1. Study Site: [study_forms_arm_1][b_site]
2. Name of Nursing Home: [study_forms_arm_1][b_facility]
3. Participant ID: [study_forms_arm_1][study_id]",,,,,,,,,,,,,
e_survey_start_dt,staff_enrollment_survey_appendix_e,,text,"Survey Date/Time Started (REDCap server's date/time)",,,,,,,,,,,,," @HIDDEN-SURVEY @CALCTEXT(if([survey-time-started:staff_enrollment_survey_appendix_e]<>'',[survey-time-started:staff_enrollment_survey_appendix_e],''))"
e_date,staff_enrollment_survey_appendix_e,,text,"4. Date of enrollment survey:",,mm-dd-yyyy,date_mdy,,,,,y,,,,," @TODAY @READONLY"
e_time,staff_enrollment_survey_appendix_e,,text,"4. Time enrollment survey started:",,"24-hour time format",time,,,,,y,,,,," @NOW @READONLY"
e_intro,staff_enrollment_survey_appendix_e,,descriptive,"Thank you for agreeing to participate in the INHERENT study. You have logged in to our ""INHERENT Nursing Home Staff Enrollment Survey"" reporting site. The following questions cover enrollment details we are interested in knowing for conducting this study. This survey will take 5 minutes or less to complete. Please do not use the Browser Next/Back buttons. Please use the Next and Previous buttons provided at the bottom of the page.",,,,,,,,,,,,,
e_enter,staff_enrollment_survey_appendix_e,"<div class=""rich-text-field-label""><h6><span style=""text-decoration: underline;""><strong>A. DEMOGRAPHIC INFORMATION </strong></span></h6></div>",descriptive,"1. What month and year did you begin working in this nursing home?

Month: {e_enter_month} Year: {e_enter_year}",,,,,,,,,,,,,
e_enter_month,staff_enrollment_survey_appendix_e,,dropdown,Month:,"01, January | 02, February | 03, March | 04, April | 05, May | 06, June | 07, July | 08, August | 09, September | 10, October | 11, November | 12, December | 99, Unknown",,,,,,,,,,,,
e_enter_year,staff_enrollment_survey_appendix_e,,dropdown,Year:,"2000, 2000 | 2001, 2001 | 2002, 2002 | 2003, 2003 | 2004, 2004 | 2005, 2005 | 2006, 2006 | 2007, 2007 | 2008, 2008 | 2009, 2009 | 2010, 2010 | 2011, 2011 | 2012, 2012 | 2013, 2013 | 2014, 2014 | 2015, 2015 | 2016, 2016 | 2017, 2017 | 2018, 2018 | 2019, 2019 | 2020, 2020 | 2021, 2021 | 2022, 2022 | 2023, 2023 | 99, Unknown",,,,,,,,,,,,
e_sex,staff_enrollment_survey_appendix_e,,radio,"2. Do you currently describe yourself as male, female, transgender, non-binary, or an answer that is not listed?","1, Male | 2, Female | 3, Transgender man/trans man | 4, Transgender woman/trans woman | 5, Genderqueer/gender nonconforming neither exclusively male nor female | 66, Other, specify: {e_sex_spec} | 88, Rather not say",,,,,,,,,,,,
e_sex_spec,staff_enrollment_survey_appendix_e,,text,"Other sex/gender",,,,,,,"[e_sex] = '66'",,,,,,
e_ethnicity,staff_enrollment_survey_appendix_e,,radio,"3. Are you Hispanic, Latino/a, or of Spanish origin?","1, Hispanic/Latino/Spanish origin | 0, Non-Hispanic/not Latino/not Spanish origin | 88, Rather not say | 99, Unknown",,,,,,,,,,,,
e_race,staff_enrollment_survey_appendix_e,,checkbox,"4. What race do you consider yourself to be? [CHECK ALL THAT APPLY] ","1, American Indian or Alaska Native | 2, Asian | 3, Black or African American | 4, Native Hawaiian or Other Pacific Islander | 5, White | 66, Other Race, specify: {e_race_spec} | 88, Rather not say | 99, Unknown",,,,,,,,,,,," @NONEOFTHEABOVE='88,99'"
e_race_spec,staff_enrollment_survey_appendix_e,,text,"Other race",,,,,,,"[e_race(66)] = '1'",,,,,,
e_dob,staff_enrollment_survey_appendix_e,,text,"5. What is your date of birth (mm/dd/yyyy)?",,,date_mdy,1900-01-01,today,y,[e_dob_unk]='',,,,,," @FORCE-MINMAX"
e_dob_unk,staff_enrollment_survey_appendix_e,,radio,"Rather not say date of birth","88, Rather not say",,,,,,[e_dob]='',,,,,,
e_age,staff_enrollment_survey_appendix_e,,calc,"Participant's age [CALCULATED]:","rounddown(datediff([e_dob], 'today', 'y'))",,,,,,,,,,,,
e_chron_mc,staff_enrollment_survey_appendix_e,"<h6><span style=""text-decoration: underline;""><strong>B. CLINICAL INFORMATION</strong></span></h6>",radio,"1. Do you have any of the following CHRONIC CONDITIONS?

Any tumor (includes leukemia and Lymphoma)
Metastatic solid tumor
Leukemia
Lymphoma
Myocardial infarction
Congestive heart failure
Dementia
Moderate or severe renal disease
Renal failure
Weight loss
Hemiplegia
Alcohol abuse
Cardiac arrhythmias
Chronic pulmonary disease
Coagulopathy
Diabetes (uncomplicated)
Complicated diabetes
Deficiency anemias
Fluid and electrolyte disorders
Mild liver disease
Moderate or severe liver disease
Peripheral vascular disease
Psychosis
Pulmonary circulation disorders
HIV/AIDS
Hypertension (both complicated/uncomplicated)
Cerebrovascular disease
Connective tissue disorder
Rheumatologic disease
Gastric or peptic ulcer","1, Yes | 0, No | 88, Rather not say",,,,,,,,,,,,
e_med_cond,staff_enrollment_survey_appendix_e,,checkbox,"1a. Check all that apply:","1, Any tumor (includes leukemia and Lymphoma) | 2, Metastatic solid tumor | 3, Leukemia | 4, Lymphoma | 5, Myocardial infarction | 6, Congestive heart failure | 7, Dementia | 8, Moderate or severe renal disease | 9, Renal failure | 10, Weight loss | 11, Hemiplegia | 12, Alcohol abuse | 13, Cardiac arrhythmias | 14, Chronic pulmonary disease | 15, Coagulopathy | 16, Diabetes (uncomplicated) | 17, Complicated diabetes | 18, Deficiency anemias | 19, Fluid and electrolyte disorders | 20, Mild liver disease | 21, Moderate or severe liver disease | 22, Peripheral vascular disease | 23, Psychosis | 24, Pulmonary circulation disorders | 25, HIV/AIDS | 26, Hypertension (both complicated/uncomplicated) | 27, Cerebrovascular disease | 28, Connective tissue disorder | 29, Rheumatologic disease | 30, Gastric or peptic ulcer | 31, None of the above",,,,,,[e_chron_mc]='1',,,,,," @NONEOFTHEABOVE='31'"
e_pos_cov,staff_enrollment_survey_appendix_e,"<div class=""rich-text-field-label""><h6><span style=""text-decoration: underline;""><strong>C. SARS-COV-2 INFECTION HISTORY</strong></span></h6></div>",radio,"1. Were you ever diagnosed with or tested positive for SARS-CoV-2?","1, Yes | 0, No | 77, Don't know | 88, Rather not say",,,,,,,,,,,,
e_num_pos_cov,staff_enrollment_survey_appendix_e,,text,"1a. How many times were you diagnosed with or tested positive for SARS-CoV-2?",,,integer,1,,,"[e_pos_cov] = '1' AND [e_num_pos_cov_unk]=''",,,,,," @FORCE-MINMAX"
e_num_pos_cov_unk,staff_enrollment_survey_appendix_e,,radio,"Don't know or rather not say number of times participant diagnosed with or tested positive for SARS-CoV-2","77, Don't know | 88, Rather not say",,,,,,"[e_pos_cov] = '1' AND [e_num_pos_cov]=''",,,,,,
e_pos_cov_date,staff_enrollment_survey_appendix_e,,descriptive,"1b. Date of most recent diagnosis/positive test:
Month: {e_pos_mon} Year: {e_pos_year}",,,,,,,"[e_pos_cov] = '1'",,,,,,
e_pos_mon,staff_enrollment_survey_appendix_e,,dropdown,Month:,"01, January | 02, February | 03, March | 04, April | 05, May | 06, June | 07, July | 08, August | 09, September | 10, October | 11, November | 12, December | 99, Unknown",,,,,,,,,,,,
e_pos_year,staff_enrollment_survey_appendix_e,,dropdown,Year:,"2020, 2020 | 2021, 2021 | 2022, 2022 | 2023, 2023 | 99, Unknown",,,,,,,,,,,,
e_pos_cov_hosp,staff_enrollment_survey_appendix_e,,radio,"1c. Were you ever hospitalized for this most recent SARS-CoV-2 episode? ","1, Yes | 0, No | 99, Unknown",,,,,,"[e_pos_cov] = '1'",,,,,,
e_treat_cov,staff_enrollment_survey_appendix_e,,radio,"1d. During any prior COVID-19 illness, did you receive treatment for COVID-19 administered by healthcare provider? ","1, Yes | 0, No | 99, Unknown",,,,,,"[e_pos_cov] = '1'",,,,,,
e_flu_yr,staff_enrollment_survey_appendix_e,"<div class=""rich-text-field-label""><h6><span style=""text-decoration: underline;""><strong>D. VACCINATION</strong></span></h6></div>",text,"1. What was the year for your most recent influenza vaccine? ",,,integer,1940,[e_year],,[e_flu_yr_unk]='',,,,,," @CHARLIMIT='4' @FORCE-MINMAX"
e_year,staff_enrollment_survey_appendix_e,,calc,"Today's Year (CALCULATED)","right([e_date], 4)",,,,,,,,,,,," @HIDDEN"
e_flu_yr_unk,staff_enrollment_survey_appendix_e,,radio,"Do not remember / rather not say year flu vaccination or never received influenza vaccine","77, Do not remember | 88, Rather not say | 0, Never received influenza vaccine",,,,,,[e_flu_yr]='',,,,,,
e_cov,staff_enrollment_survey_appendix_e,,descriptive,"<div class=""rich-text-field-label""><p><em><i>COVID-19 </i>Vaccination</em></p></div>",,,,,,,,,,,,,
e_covid_vac,staff_enrollment_survey_appendix_e,,radio,"2. Have you received a COVID-19 vaccine?","1, Yes | 0, No | 88, Rather not say",,,,,,,,,,,,
e_cov_vac_dose,staff_enrollment_survey_appendix_e,,dropdown,"2a. How many doses of the COVID-19 vaccine have you received? ","1, 1 | 2, 2 | 3, 3 | 4, >3 | 77, Don't remember | 88, Rather not say",,,,,,"[e_covid_vac] = '1'",,,,,,
e_cov_vac_1_manu,staff_enrollment_survey_appendix_e,,radio,"2b. Manufacturer of first dose?","1, Pfizer | 2, Moderna | 3, Johnson & Johnson | 4, Novavax | 77, Don't remember | 88, Rather not say",,,,,,"[e_cov_vac_dose]='1' OR [e_cov_vac_dose]='2' OR [e_cov_vac_dose]='3' OR [e_cov_vac_dose]='4'",,,,,,
e_cov_vac_type,staff_enrollment_survey_appendix_e,,radio,"2c. Have you received at least one dose of the bivalent vaccine?","1, Yes | 0, No | 77, Don't know | 88, Rather not say",,,,,,"[e_cov_vac_dose]='1' OR [e_cov_vac_dose]='2' OR [e_cov_vac_dose]='3' OR [e_cov_vac_dose]='4'",,,,,,
e_cov_vac_date,staff_enrollment_survey_appendix_e,,descriptive,"2d. Date (month/year) of your most recent COVID vaccination:
Month: {e_cov_vac_mon} Year: {e_cov_vac_year}",,,,,,,"[e_cov_vac_dose]='1' OR [e_cov_vac_dose]='2' OR [e_cov_vac_dose]='3' OR [e_cov_vac_dose]='4'",,,,,,
e_cov_vac_mon,staff_enrollment_survey_appendix_e,,dropdown,Month:,"01, January | 02, February | 03, March | 04, April | 05, May | 06, June | 07, July | 08, August | 09, September | 10, October | 11, November | 12, December | 99, Unknown",,,,,,,,,,,,
e_cov_vac_year,staff_enrollment_survey_appendix_e,,dropdown,Year:,"2020, 2020 | 2021, 2021 | 2022, 2022 | 2023, 2023 | 99, Unknown",,,,,,,,,,,,
e_card,staff_enrollment_survey_appendix_e,,descriptive,"<div class=""rich-text-field-label""><p><em>Vaccine Card</em></p></div>",,,,,,,[e_cov_vac_dose]>=1,,,,,,
e_vac_card,staff_enrollment_survey_appendix_e,,radio,"2e. Is there a photo or copy of your vaccine card?","1, Yes, photo or electronic copy I can upload | 2, Yes, paper copy | 0, No",,,,,,[e_cov_vac_dose]>=1,,,,,,
e_vac_card_upload,staff_enrollment_survey_appendix_e,,file,"Please upload the photo or copy of the vaccine card:",,,,,,,"[e_vac_card] = '1'",,,,,,
e_role,staff_enrollment_survey_appendix_e,"<h6><span style=""text-decoration: underline;""><strong>F. EPIDEMIOLOGIC INFORMATION</strong></span></h6>",dropdown,"1. What is your role in the facility?","1, Director of Nursing | 2, Registered nurse with administrative duties | 3, Licensed practical nurse with administrative duties | 4, Certified Nursing Assistant | 5, Registered nurse | 6, Administrator | 7, Environmental Services/Housekeeping | 8, Laundry staff | 9, Kitchen staff | 10, Physical Therapist | 11, Occupational Therapist | 12, Speech/language Pathologist | 13, Dietician | 14, Physician | 15, Nurse practitioner or physician assistant | 16, Clinical Laboratory Service Worker | 17, Diagnostic X-ray Service Worker | 18, Blood Service Worker | 66, Other, specify below",,,,,,,,,,,,
e_role_spec,staff_enrollment_survey_appendix_e,,text,"Other role, specify:",,,,,,,"[e_role] = '66'",,,,,,
e_work_hours,staff_enrollment_survey_appendix_e,,text,"2. During a typical work week, what is the total number of hours you work at [b_facility]? 

Please type the number of hours. ",,,integer,0,168,,[e_work_hours_unk]='',,,,,," @FORCE-MINMAX"
e_work_hours_unk,staff_enrollment_survey_appendix_e,,radio,"Rather not say number of work hours","88, Rather not say",,,,,,[e_work_hours]='',,,,,,
e_oth_fac,staff_enrollment_survey_appendix_e,,radio,"3. Do you also work at another healthcare facility or provide at home care services to individuals? ","1, Yes | 0, No | 88, Rather not say",,,,,,,,,,,,
e_end_script,staff_enrollment_survey_appendix_e,,descriptive,"<div class=""rich-text-field-label""><p style=""margin-bottom: 0in; margin-top: 0in; line-height: normal;"">Thank you for your time.</p></div>",,,,,,,,,,,,,
e_survey_complete_dt,staff_enrollment_survey_appendix_e,,text,"Survey Date/Time Completed (REDCap server's date/time)",,,,,,,,,,,,," @HIDDEN-SURVEY @CALCTEXT(if([survey-time-completed:staff_enrollment_survey_appendix_e]<>'',[survey-time-completed:staff_enrollment_survey_appendix_e],''))"
ad1,staff_administrative_form,,descriptive,"Flag site staff will use to update unit(s) for staff participants during surveillance testing

Participant ID: [study_forms_arm_1][study_id]",,,,,,,,,,,,,
ad1_dt,staff_administrative_form,,text,"Date of Update",,,date_mdy,2023-04-01,today,,,y,,,,," @FORCE-MINMAX"
ad1_time,staff_administrative_form,,text,"Time of Update",,,time,,,,,y,,,,,
ad1_bu_unit1,staff_administrative_form,,checkbox,Unit(s):,"1, Homestead | 2, Miramar | 3, TCU | 4, The Avenue | 5, The Boulevard",,,,,,"[b_fac_bu] = '1' ",y,,,,,
ad1_bu_unit2,staff_administrative_form,,checkbox,Unit(s):,"1, One East | 2, One North | 3, RRS/One South | 4, Two East | 5, Two North | 6, Two South",,,,,,"[b_fac_bu] = '2' ",y,,,,,
ad1_bu_unit3,staff_administrative_form,,checkbox,Unit(s):,"1, A Wing | 2, B Wing | 3, C Wing | 4, D Wing | 5, E Wing",,,,,,"[b_fac_bu] = '3' ",y,,,,,
ad1_bu_unit4,staff_administrative_form,,checkbox,Unit(s):,"1, 1N | 2, 1S | 3, 2E | 4, 2S | 5, 3N | 6, 3S | 7, Vent",,,,,,"[b_fac_bu] = '4' ",y,,,,,
ad1_bu_unit5,staff_administrative_form,,checkbox,Unit(s):,"1, The Bay | 2, The Cove | 3, The Hill | 4, Green Homes",,,,,,"[b_fac_bu] = '5' ",y,,,,,
ad1_cwru_unit1,staff_administrative_form,,checkbox,Unit(s):,"1, North | 2, South | 3, Dom Plus",,,,,,"[b_fac_cwru] = '1' ",y,,,,,
ad1_cwru_unit2,staff_administrative_form,,checkbox,Unit(s):,"1, Floor 2 | 2, Floor 3 | 3, Floor 4",,,,,,"[b_fac_cwru] = '2' ",y,,,,,
ad1_cwru_unit3,staff_administrative_form,,checkbox,Unit(s):,"1, Fairmont | 2, Beachwood | 3, Friedman | 4, Shaker | 5, Euclid | 6, Marcus | 7, Heights",,,,,,"[b_fac_cwru] = '3' ",y,,,,,
ad1_cwru_unit4,staff_administrative_form,,checkbox,Unit(s):,"1, Myers | 2, Mandel",,,,,,"[b_fac_cwru] = '4' ",y,,,,,
ad1_cwru_unit5,staff_administrative_form,,checkbox,Unit(s):,"1, Floor 2 | 2, Floor 3",,,,,,"[b_fac_cwru] = '5' ",y,,,,,
ad1_cwru_unit6,staff_administrative_form,,checkbox,Unit(s):,"1, 100 Area | 2, 200 Area",,,,,,"[b_fac_cwru] = '6' ",y,,,,,
ad1_cwru_unit7,staff_administrative_form,,checkbox,Unit(s):,"1, 100 North | 2, 100 South | 3, 200 North | 4, 200 South | 5, 300 North | 6, 300 South",,,,,,"[b_fac_cwru] = '7' ",y,,,,,
ad1_cwru_unit8,staff_administrative_form,,checkbox,Unit(s):,"1, 100 Branch | 2, 200 Branch | 3, 300 Branch | 4, 400 Branch",,,,,,"[b_fac_cwru] = '8' ",y,,,,,
ad1_cwru_unit9,staff_administrative_form,,checkbox,Unit(s):,"1, 100s | 2, 200s | 3, 300s | 4, 400s",,,,,,"[b_fac_cwru] = '9' ",y,,,,,
ad1_cwru_unit10,staff_administrative_form,,checkbox,Unit(s):,"1, 100 Wing | 2, 200 Wing | 3, 300 Wing | 4, 400 Wing",,,,,,"[b_fac_cwru] = '10' ",y,,,,,
ad1_cwru_unit11,staff_administrative_form,,checkbox,Unit(s):,"1, Tulip Trail | 2, Orchid Way | 3, Daisy Avenue | 4, Iris Court",,,,,,"[b_fac_cwru] = '11' ",y,,,,,
ad1_cwru_unit12,staff_administrative_form,,checkbox,Unit(s):,"1, Station 1 | 2, Station 3 | 3, Memory Care Neighborhood",,,,,,"[b_fac_cwru] = '12' ",y,,,,,
ad1_cwru_unit13,staff_administrative_form,,checkbox,Unit(s):,"1, Floor 2 Wing 1 | 2, Floor 2 Wing 2 | 3, Floor 2 Wing 3 | 4, Floor 3 Wing 1 | 5, Floor 3 Wing 2 | 6, Floor 3 Wing 3",,,,,,"[b_fac_cwru] = '13' ",y,,,,,
ad1_cwru_unit14,staff_administrative_form,,checkbox,Unit(s):,"1, Floor 1 | 2, Floor 2 Wing 1 | 3, Floor 2 Wing 2 | 4, Floor 2 Wing 3",,,,,,"[b_fac_cwru] = '14' ",y,,,,,
ad1_cwru_unit15,staff_administrative_form,,checkbox,Unit(s):,"1, 100 Area | 2, 200 Area",,,,,,"[b_fac_cwru] = '15' ",y,,,,,
ad1_eu_unit1,staff_administrative_form,,checkbox,Unit(s):,"1, 1st Victoria court/ A wing | 2, 1st Garden Trail | 3, 2nd Westing Way | 4, Basement Tailor Lane",,,,,,"[b_fac_eu] = '1' ",y,,,,,
ad1_eu_unit2,staff_administrative_form,,checkbox,Unit(s):,"1, 2nd floor north, south, middle | 2, 3rd floor north, south, middle | 3, 4th floor north, south, middle",,,,,,"[b_fac_eu] = '2' ",y,,,,,
ad1_eu_unit3,staff_administrative_form,,checkbox,Unit(s):,"1, 2 Blue | 2, 2 Green | 3, 2 Pink | 4, 3 Blue | 5, 3 Green | 6, 3 Pink",,,,,,"[b_fac_eu] = '3' ",y,,,,,
ad1_jhu_unit1,staff_administrative_form,,checkbox,Unit(s):,"1, Second Floor | 2, Third Floor",,,,,,"[b_fac_jhu] = '1' ",y,,,,,
ad1_jhu_unit2,staff_administrative_form,,checkbox,Unit(s):,"1, First Floor | 2, Second Floor",,,,,,"[b_fac_jhu] = '2' ",y,,,,,
ad1_jhu_unit3,staff_administrative_form,,checkbox,Unit(s):,"1, 1 Renn | 2, MSU | 3, 2 Renn | 4, 2 West | 5, 3 South | 6, 2 South | 7, 3 South",,,,,,"[b_fac_jhu] = '3' ",y,,,,,
ad1_jhu_unit4,staff_administrative_form,,checkbox,Unit(s):,"1, Park | 2, Brook | 3, Broadway",,,,,,"[b_fac_jhu] = '4' ",y,,,,,
ad1_jhu_unit5,staff_administrative_form,,checkbox,Unit(s):,"1, Patuxent | 2, Chesapeake | 3, IP | 4, Atlantic 1 | 5, Atlantic 2 | 6, MSU",,,,,,"[b_fac_jhu] = '5' ",y,,,,,
ad1_jhu_unit6,staff_administrative_form,,checkbox,Unit(s):,"1, Dorsey Unit | 2, Prospect",,,,,,"[b_fac_jhu] = '6' ",y,,,,,
ad1_osu_unit1,staff_administrative_form,,checkbox,Unit(s):,"1, East Hall | 2, South Hall 1 | 3, South Hall 2 | 4, West Hall",,,,,,"[b_fac_osu] = '1' ",y,,,,,
ad1_osu_unit2,staff_administrative_form,,checkbox,Unit(s):,"1, 2 West A | 2, 2 West B | 3, 3 West A | 4, 3 West B | 5, 4 West A | 6, 4 West B | 7, 5 West A | 8, 5 West B",,,,,,"[b_fac_osu] = '2' ",y,,,,,
ad1_osu_unit3,staff_administrative_form,,checkbox,Unit(s):,"1, A Wing | 2, B Wing | 3, C Wing",,,,,,"[b_fac_osu] = '3' ",y,,,,,
ad1_osu_unit4,staff_administrative_form,,checkbox,Unit(s):,"1, A Hall | 2, B Hall | 3, C Hall",,,,,,"[b_fac_osu] = '4' ",y,,,,,
ad1_osu_unit5,staff_administrative_form,,checkbox,Unit(s):,"1, A Wing | 2, B Wing | 3, C Wing | 4, D Wing | 5, E Wing",,,,,,"[b_fac_osu] = '5' ",y,,,,,
ad1_um_unit1,staff_administrative_form,,checkbox,Unit(s):,"1, Maple (300/400) | 2, Beech (600/700) | 3, Cypress (100/200) | 4, Meadows (500)",,,,,,"[b_fac_um] = '1' ",y,,,,,
ad1_um_unit2,staff_administrative_form,,checkbox,Unit(s):,"1, LTC | 2, Rehab",,,,,,"[b_fac_um] = '2' ",y,,,,,
ad1_um_unit3,staff_administrative_form,,checkbox,Unit(s):,"1, Lakevue A | 2, Lakevue B | 3, Valleyvue A | 4, Valleyvue B | 5, Horizonvue A | 6, Horizonvue B",,,,,,"[b_fac_um] = '3' ",y,,,,,
ad1_um_unit4,staff_administrative_form,,checkbox,Unit(s):,"1, Trillium | 2, Lilac | 3, Appleblossom | 4, Wildflower | 5, Birch",,,,,,"[b_fac_um] = '4' ",y,,,,,
ad1_um_unit5,staff_administrative_form,,checkbox,Unit(s):,"1, Green Gables | 2, Sherwood | 3, Camelot",,,,,,"[b_fac_um] = '5' ",y,,,,,
ad1_um_unit6,staff_administrative_form,,checkbox,Unit(s):,"1, MacRitchie | 2, McGuire | 3, COVID (4-bed unit)",,,,,,"[b_fac_um] = '6' ",y,,,,,
ad1_um_unit7,staff_administrative_form,,checkbox,Unit(s):,"1, Brideway Blvd (B-Wing) | 2, Columbia Court (C-Wing) | 3, Dovecote Drive (D-Wing) | 4, East-Redies | 5, North-Redies | 6, South-Redies",,,,,,"[b_fac_um] = '7' ",y,,,,,
ad1_um_unit8,staff_administrative_form,,checkbox,Unit(s):,"1, Maple Hall | 2, Cedar Hall | 3, Oak Hall",,,,,,"[b_fac_um] = '8' ",y,,,,,
ad1_up_unit1,staff_administrative_form,,checkbox,Unit(s):,"1, Evergreen | 2, Hickory | 3, Redwood | 4, Willows",,,,,,"[b_fac_up] = '1' ",y,,,,,
ad1_up_unit2,staff_administrative_form,,checkbox,Unit(s):,"1, Renaissance Hall | 2, 1st Floor | 3, Transitional Care Unit (TRU)",,,,,,"[b_fac_up] = '2' ",y,,,,,
ad1_up_unit3,staff_administrative_form,,checkbox,Unit(s):,"1, East  | 2, North | 3, West",,,,,,"[b_fac_up] = '3' ",y,,,,,
ad1_up_unit4,staff_administrative_form,,checkbox,Unit(s):,"1, Transitional Care Unit (1st Fl TRU) | 2, 2nd Floor | 3, 3rd Floor",,,,,,"[b_fac_up] = '4' ",y,,,,,
